City,Year,Sport,Discipline,Event,Gender,Country,Medal,Players
Montreal,1976,Aquatics,Diving,3m springboard,Women,East Germany,Silver,"KÖHLER, Christa"
Montreal,1976,Aquatics,Diving,3m springboard,Men,Soviet Union,Bronze,"KOSENKOV, Aleksandr"
Montreal,1976,Aquatics,Diving,3m springboard,Men,United States,Gold,"BOGGS, Philip George"
Montreal,1976,Aquatics,Diving,3m springboard,Men,Italy,Silver,"CAGNOTTO, Giorgio Franco"
Montreal,1976,Aquatics,Diving,10m platform,Women,United States,Bronze,"WILSON, Deborah Keplar"
Montreal,1976,Aquatics,Diving,10m platform,Men,United States,Silver,"LOUGANIS, Gregory"
Montreal,1976,Aquatics,Diving,10m platform,Women,Soviet Union,Gold,"VAYTSEKHOVSKAYA, Elena"
Montreal,1976,Aquatics,Diving,3m springboard,Women,United States,Bronze,"POTTER-MCINGVALE, Cynthia"
Montreal,1976,Aquatics,Diving,10m platform,Men,Italy,Gold,"DIBIASI, Klaus"
Montreal,1976,Aquatics,Diving,10m platform,Men,Soviet Union,Bronze,"ALEINIK, Vladimir"
Montreal,1976,Aquatics,Diving,10m platform,Women,Sweden,Silver,"KNAPE-LINDBERGH, Ulrika"
Montreal,1976,Aquatics,Diving,3m springboard,Women,United States,Gold,"CHANDLER, Jennifer Kay"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,United States,Gold,"BABASHOFF, Shirley Farber"
Montreal,1976,Aquatics,Swimming,400m freestyle,Men,United States,Silver,"SHAW, Timothy Andrew"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,East Germany,Silver,"PRIEMER, Petra"
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,Australia,Bronze,"HOLLAND, Stephen"
Montreal,1976,Aquatics,Swimming,400m individual medley,Men,Soviet Union,Bronze,"SMIRNOV, Andrei"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,East Germany,Gold,"ANKE, Hannelore"
Montreal,1976,Aquatics,Swimming,800m freestyle,Women,United States,Silver,"BABASHOFF, Shirley Farber"
Montreal,1976,Aquatics,Swimming,800m freestyle,Women,East Germany,Gold,"THÜMER, Petra"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,Canada,Bronze,"SMITH, Rebecca"
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,United States,Silver,"ROCCA, Peter Drake"
Montreal,1976,Aquatics,Swimming,400m freestyle,Men,United States,Gold,"GOODELL, Brian Stuart"
Montreal,1976,Aquatics,Swimming,400m individual medley,Men,United States,Silver,"MCKEE, Alexander Timothy"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,Canada,Silver,"EVANS, Clayton"
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,United States,Bronze,"MONTGOMERY, James Paul"
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,United States,Gold,"VOGEL, Matthew Haynes"
Montreal,1976,Aquatics,Swimming,100m backstroke,Men,East Germany,Bronze,"MATTHES, Roland"
Montreal,1976,Aquatics,Swimming,100m backstroke,Men,United States,Gold,"NABER, John Phillips"
Montreal,1976,Aquatics,Swimming,100m backstroke,Men,United States,Silver,"ROCCA, Peter Drake"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,West Germany,Bronze,"KRAUS, Michael"
Montreal,1976,Aquatics,Swimming,200m freestyle,Women,Netherlands,Bronze,"BRIGITHA, Enith"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United Kingdom,Bronze,"DUNNE, David Michael"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United States,Gold,"NABER, John Phillips"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,East Germany,Silver,"HEMPEL, Claudia"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,Canada,Silver,"MAC DONALD, Gary"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,Soviet Union,Silver,"BOGDANOV, Andrei"
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,United States,Bronze,"HALL, Gary Wayne"
Montreal,1976,Aquatics,Swimming,400m individual medley,Women,Canada,Bronze,"SMITH, Rebecca"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Women,Soviet Union,Gold,"KOSHEVAYA, Marina"
Montreal,1976,Aquatics,Swimming,200m backstroke,Women,Canada,Bronze,"GARAPICK, Nancy Ellen"
Montreal,1976,Aquatics,Swimming,800m freestyle,Women,United States,Bronze,"WEINBERG, Wendy Elizabeth"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United States,Gold,"MONTGOMERY, James Paul"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,Soviet Union,Silver,"RASKATOV, Vladimir"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,East Germany,Gold,"ENDER, Kornelia"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,Canada,Bronze,"JARDIN, Anne Elizabeth"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Men,Soviet Union,Bronze,"YOZAITIS, Arvidas"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,United States,Silver,"WRIGHT, Camille"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,Soviet Union,Silver,"KRYLOV, Andrei"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United Kingdom,Bronze,"DOWNIE, Gordon Hunter"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,United Kingdom,Gold,"WILKIE, David Andrew"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,United States,Gold,"PEYTON, Kim Marie"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,United States,Gold,"MONTGOMERY, James Paul"
Montreal,1976,Aquatics,Swimming,200m butterfly,Women,East Germany,Silver,"TAUBER, Ulrike"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,Canada,Bronze,"CLARK, Barbara Lynny"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,Canada,Bronze,"AMUNDRUD, Gail"
Montreal,1976,Aquatics,Swimming,100m butterfly,Women,East Germany,Gold,"ENDER, Kornelia"
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,United States,Gold,"BRUNER, Michael Lee"
Montreal,1976,Aquatics,Swimming,400m individual medley,Women,Canada,Silver,"GIBSON, Cheryl"
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,United States,Gold,"NABER, John Phillips"
Montreal,1976,Aquatics,Swimming,200m freestyle,Women,East Germany,Gold,"ENDER, Kornelia"
Montreal,1976,Aquatics,Swimming,100m butterfly,Women,United States,Bronze,"BOGLIOLI, Wendy Lansbach"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,Canada,Silver,"SMITH, Graham"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,United States,Gold,"VOGEL, Matthew Haynes"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,Canada,Bronze,"SMITH-SLOAN, Susan Estelle"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,Canada,Bronze,"COOK-HOGG, Wendy"
Montreal,1976,Aquatics,Swimming,100m butterfly,Women,East Germany,Silver,"POLLACK, Andrea"
Montreal,1976,Aquatics,Swimming,100m butterfly,Men,United States,Silver,"BOTTOM, Joseph Stuart"
Montreal,1976,Aquatics,Swimming,400m freestyle,Women,East Germany,Gold,"THÜMER, Petra"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,East Germany,Gold,"RICHTER, Ulrike"
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,United States,Gold,"FURNISS, Bruce Macfarlane"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Women,Soviet Union,Bronze,"KOSHEVAYA, Marina"
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,United States,Silver,"GREGG, Steven Garrett"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,East Germany,Silver,"ENDER, Kornelia"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United Kingdom,Bronze,"MCCLATCHEY, Alan"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Women,Soviet Union,Silver,"RUSANOVA, Lyubov"
Montreal,1976,Aquatics,Swimming,400m individual medley,Men,United States,Gold,"STRACHAN, Rodney"
Montreal,1976,Aquatics,Swimming,400m freestyle,Men,Soviet Union,Bronze,"RASKATOV, Vladimir"
Montreal,1976,Aquatics,Swimming,400m individual medley,Women,East Germany,Gold,"TAUBER, Ulrike"
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,United States,Gold,"GOODELL, Brian Stuart"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,Canada,Silver,"PICKELL, Stephen"
Montreal,1976,Aquatics,Swimming,200m backstroke,Men,United States,Bronze,"HARRIGAN, Daniel Lee"
Montreal,1976,Aquatics,Swimming,200m butterfly,Women,East Germany,Bronze,"KOTHER-GABRIEL, Rosemarie"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,East Germany,Silver,"POLLACK, Andrea"
Montreal,1976,Aquatics,Swimming,100m freestyle,Men,United States,Gold,"MONTGOMERY, James Paul"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Women,Soviet Union,Silver,"YURCHENYA, Marina"
Montreal,1976,Aquatics,Swimming,200m backstroke,Women,East Germany,Silver,"TREIBER, Birgit"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Women,Soviet Union,Bronze,"RUSANOVA, Lyubov"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,United States,Gold,"BOGLIOLI, Wendy Lansbach"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United States,Gold,"BRUNER, Michael Lee"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,United States,Silver,"BABASHOFF, Shirley Farber"
Montreal,1976,Aquatics,Swimming,100m backstroke,Women,East Germany,Silver,"TREIBER, Birgit"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,United States,Silver,"HENCKEN, John Frederick"
Montreal,1976,Aquatics,Swimming,100m freestyle,Men,United States,Silver,"BABASHOFF, Jack, Jr."
Montreal,1976,Aquatics,Swimming,200m butterfly,Women,East Germany,Gold,"POLLACK, Andrea"
Montreal,1976,Aquatics,Swimming,100m freestyle,Women,Netherlands,Bronze,"BRIGITHA, Enith"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,United States,Silver,"SIERING, Laura Gail"
Montreal,1976,Aquatics,Swimming,400m freestyle,Women,United States,Silver,"BABASHOFF, Shirley Farber"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,Soviet Union,Silver,"KOPLYAKOV, Sergei"
Montreal,1976,Aquatics,Swimming,200m breaststroke,Men,United States,Bronze,"COLELLA, Richard Phillip Jr."
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,United States,Gold,"NABER, John Phillips"
Montreal,1976,Aquatics,Swimming,200m freestyle,Women,United States,Silver,"BABASHOFF, Shirley Farber"
Montreal,1976,Aquatics,Swimming,100m backstroke,Women,Canada,Bronze,"GARAPICK, Nancy Ellen"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,West Germany,Bronze,"STEINBACH, Klaus"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,United States,Gold,"STERKEL, Gillian Ann"
Montreal,1976,Aquatics,Swimming,100m freestyle,Men,West Germany,Bronze,"NOCKE, Peter"
Montreal,1976,Aquatics,Swimming,200m butterfly,Men,United States,Bronze,"FORRESTER, William Ronald, Jr."
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,West Germany,Bronze,"NOCKE, Peter"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,United States,Gold,"HENCKEN, John Frederick"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Women,East Germany,Gold,"ANKE, Hannelore"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,East Germany,Gold,"POLLACK, Andrea"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Men,West Germany,Bronze,"KUSCH, Walter"
Montreal,1976,Aquatics,Swimming,400m freestyle,Women,Canada,Bronze,"SMITH, Shannon"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,Canada,Bronze,"CORSIGLIA, Robin Marie"
Montreal,1976,Aquatics,Swimming,100m backstroke,Women,East Germany,Gold,"RICHTER, Ulrike"
Montreal,1976,Aquatics,Swimming,1500m freestyle,Men,United States,Silver,"HACKETT, Robert William"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Men,United Kingdom,Silver,"WILKIE, David Andrew"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United Kingdom,Bronze,"BRINKLEY, Brian"
Montreal,1976,Aquatics,Swimming,100m breaststroke,Men,United States,Gold,"HENCKEN, John Frederick"
Montreal,1976,Aquatics,Swimming,200m freestyle,Men,United States,Silver,"NABER, John Phillips"
Montreal,1976,Aquatics,Swimming,4x200m freestyle relay,Men,United States,Gold,"FURNISS, Bruce Macfarlane"
Montreal,1976,Aquatics,Swimming,4x100m medley relay,Women,United States,Silver,"JEZEK, Linda Louise"
Montreal,1976,Aquatics,Swimming,100m freestyle,Women,East Germany,Silver,"PRIEMER, Petra"
Montreal,1976,Aquatics,Swimming,4x100m freestyle relay,Women,Canada,Bronze,"JARDIN, Anne Elizabeth"
Montreal,1976,Aquatics,Swimming,200m backstroke,Women,East Germany,Gold,"RICHTER, Ulrike"
Montreal,1976,Aquatics,Swimming,100m freestyle,Women,East Germany,Gold,"ENDER, Kornelia"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"DE ZWARTE, Pieter"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"VEER, Jan Evert"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"KROON, Evert Gerrit"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"HORKAI, Gyorgy"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"CASTAGNOLA, Luigi"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"SMITS, Hans"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"STROBOER, Gijsbert (Gijs)"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"CSAPO, Gabor"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"CSERVENYAK, Tibor"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"GERENDAS, Gyorgy"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"BUUNK, Antoon G.J."
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"SUDAR, Attila"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"KENEZ, Gyorgy"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"MOLNAR, Endre"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"BOEGSCHOTEN, Alexander"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"SAROSI, Laszlo"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"DEL DUCA, Marcello"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"SIMEONI, Roldano"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"ALBERANI SAMARITANI, Alberto"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"BARACCHINI, Silvio"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"PANERAI, Umberto"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"MARSILI, Sante"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"DE MAGISTRIS, Gianni"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"KONRAD, Ferenc"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"TOONEN, Hendrik (Rik)"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"DE MAGISTRIS, Riccardo"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"SZIVOS, Istvan"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"LANDEWEERD, Nicolaas"
Montreal,1976,Aquatics,Water polo,water polo,Men,Hungary,Gold,"FARAGO, Tamas"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"HOEPELMAN, Andries"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"GHIBELLINI, Alessandro"
Montreal,1976,Aquatics,Water polo,water polo,Men,Italy,Silver,"D, Vincenzo"
Montreal,1976,Aquatics,Water polo,water polo,Men,Netherlands,Bronze,"VAN ZEELAND, Hans"
Montreal,1976,Archery,Archery,individual FITA round,Women,United States,Gold,"RYON, Luann Marie"
Montreal,1976,Archery,Archery,individual FITA round,Men,United States,Gold,"PACE, Darrell Owen"
Montreal,1976,Archery,Archery,individual FITA round,Men,Japan,Silver,"MICHINAGA, Hiroshi"
Montreal,1976,Archery,Archery,individual FITA round,Men,Italy,Bronze,"FERRARI, Giancarlo"
Montreal,1976,Archery,Archery,individual FITA round,Women,Soviet Union,Bronze,"RUSTAMOVA, Zebiniso"
Montreal,1976,Archery,Archery,individual FITA round,Women,Soviet Union,Silver,"KOVPAN, Valentina"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,East Germany,Gold,"STROPAHL-STREIDT, Ellen"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,West Germany,Silver,"RICHTER-IRRGANG, Annegret"
Montreal,1976,Athletics,Athletics,long jump,Men,United States,Gold,"ROBINSON, Arnie"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,West Germany,Bronze,"HERRMANN, Bernd"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,United States,Gold,"FRAZIER, Herman Ronald"
Montreal,1976,Athletics,Athletics,high jump,Women,East Germany,Gold,"WITSCHAS-ACKERMANN, Rosemarie"
Montreal,1976,Athletics,Athletics,100m hurdles,Women,East Germany,Gold,"SCHALLER-KLIER, Johanna"
Montreal,1976,Athletics,Athletics,400m,Men,Cuba,Gold,"JUANTORENA, Alberto"
Montreal,1976,Athletics,Athletics,5000m,Men,West Germany,Bronze,"HILDENBRAND, Klaus-Peter"
Montreal,1976,Athletics,Athletics,100m,Women,East Germany,Silver,"STECHER, Renate"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,United States,Gold,"RIDDICK, Steven Earl"
Montreal,1976,Athletics,Athletics,pentathlon,Women,East Germany,Silver,"BODNER-LASER, Christine"
Montreal,1976,Athletics,Athletics,long jump,Men,East Germany,Bronze,"WARTENBERG, Frank"
Montreal,1976,Athletics,Athletics,200m,Men,United States,Bronze,"EVANS, Dwayne Eugene"
Montreal,1976,Athletics,Athletics,200m,Men,United States,Silver,"HAMPTON, Millard Frank Jr."
Montreal,1976,Athletics,Athletics,hammer throw,Men,Soviet Union,Gold,"SEDYKH, Yuri"
Montreal,1976,Athletics,Athletics,pentathlon,Women,East Germany,Bronze,"POLLAK, Burglinde"
Montreal,1976,Athletics,Athletics,decathlon,Men,Soviet Union,Bronze,"AVILOV, Nikolai"
Montreal,1976,Athletics,Athletics,high jump,Men,United States,Bronze,"STONES, Dwight Edwin"
Montreal,1976,Athletics,Athletics,800m,Men,United States,Bronze,"WOHLHUTER, Richard Charles"
Montreal,1976,Athletics,Athletics,100m hurdles,Women,Soviet Union,Silver,"ANISIMOVA, Tatiana"
Montreal,1976,Athletics,Athletics,800m,Women,Soviet Union,Gold,"KAZANKINA, Tatiana"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,Poland,Silver,"WERNER, Jan"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,East Germany,Silver,"THIEME, Alexander"
Montreal,1976,Athletics,Athletics,200m,Women,East Germany,Bronze,"STECHER, Renate"
Montreal,1976,Athletics,Athletics,shot put,Men,Soviet Union,Bronze,"BARYSHNIKOV, Aleksandr"
Montreal,1976,Athletics,Athletics,high jump,Men,Canada,Silver,"JOY, Gregory"
Montreal,1976,Athletics,Athletics,hammer throw,Men,Soviet Union,Bronze,"BONDARCHUK, Anatoli"
Montreal,1976,Athletics,Athletics,100m,Men,Soviet Union,Bronze,"BORZOV, Valery"
Montreal,1976,Athletics,Athletics,800m,Women,Bulgaria,Silver,"CHTEREVA, Nikolina"
Montreal,1976,Athletics,Athletics,3000m steeplechase,Men,Poland,Silver,"MALINOWSKI, Bronislaw"
Montreal,1976,Athletics,Athletics,1500m,Women,East Germany,Silver,"HOFFMEISTER, Gunhild"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,United States,Silver,"INGRAM, Sheila Rena"
Montreal,1976,Athletics,Athletics,triple jump,Men,United States,Silver,"BUTTS, James A."
Montreal,1976,Athletics,Athletics,4x400m relay,Men,United States,Gold,"PARKS, Maxwell Lander"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,Soviet Union,Bronze,"ANISIMOVA, Vera"
Montreal,1976,Athletics,Athletics,discus throw,Men,East Germany,Silver,"SCHMIDT, Wolfgang"
Montreal,1976,Athletics,Athletics,javelin throw,Women,United States,Bronze,"SCHMIDT, Kathryn Joan"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,United States,Silver,"BRYANT, Rosalyn Evette"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,East Germany,Gold,"OELSNER-GÖHR, Marlies"
Montreal,1976,Athletics,Athletics,1500m,Men,West Germany,Bronze,"WELLMANN, Paul-Heinz"
Montreal,1976,Athletics,Athletics,discus throw,Men,United States,Bronze,"POWELL, John Gates"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,Soviet Union,Bronze,"BESFAMILNAYA, Nadezhda"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,Poland,Silver,"PODLAS, Ryszard"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,Soviet Union,Bronze,"KOLESNIKOV, Nikolai"
Montreal,1976,Athletics,Athletics,1500m,Men,New Zealand,Gold,"WALKER, John"
Montreal,1976,Athletics,Athletics,800m,Women,East Germany,Bronze,"ZINN, Elfi"
Montreal,1976,Athletics,Athletics,1500m,Women,Soviet Union,Gold,"KAZANKINA, Tatiana"
Montreal,1976,Athletics,Athletics,marathon,Men,East Germany,Gold,"CIERPINSKI, Waldemar"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,West Germany,Bronze,"KRIEG, Lothar"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,East Germany,Gold,"BODENDORF, Carla"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,East Germany,Silver,"PFEIFER, Jörg"
Montreal,1976,Athletics,Athletics,800m,Men,Belgium,Silver,"VAN DAMME, Ivo"
Montreal,1976,Athletics,Athletics,1500m,Men,Belgium,Silver,"VAN DAMME, Ivo"
Montreal,1976,Athletics,Athletics,110m hurdles,Men,United States,Bronze,"DAVENPORT, Willie"
Montreal,1976,Athletics,Athletics,20km walk,Men,Mexico,Gold,"BAUTISTA ROCHA, Daniel"
Montreal,1976,Athletics,Athletics,discus throw,Women,East Germany,Gold,"SCHLAAK-JAHL, Evelin"
Montreal,1976,Athletics,Athletics,100m,Women,West Germany,Gold,"RICHTER-IRRGANG, Annegret"
Montreal,1976,Athletics,Athletics,200m,Women,East Germany,Gold,"ECKERT-WÖCKEL, Bärbel"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,Poland,Silver,"PIETRZYK, Jerzy"
Montreal,1976,Athletics,Athletics,400m,Women,East Germany,Silver,"BREHMER-LATHAN, Christina"
Montreal,1976,Athletics,Athletics,shot put,Women,Bulgaria,Gold,"CHRISTOVA-TODOROVA, Ivanka Mikailova"
Montreal,1976,Athletics,Athletics,pentathlon,Women,East Germany,Gold,"SIEGL, Siegrun"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,East Germany,Gold,"MALETZKI, Doris"
Montreal,1976,Athletics,Athletics,100m hurdles,Women,Soviet Union,Bronze,"LEBEDEVA, Natalya"
Montreal,1976,Athletics,Athletics,decathlon,Men,West Germany,Silver,"KRATSCHMER, Guido"
Montreal,1976,Athletics,Athletics,shot put,Men,East Germany,Gold,"BEYER, Udo"
Montreal,1976,Athletics,Athletics,3000m steeplechase,Men,East Germany,Bronze,"BAUMGARTL, Frank"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,Soviet Union,Bronze,"CHISTYAKOVA-SOKOLOVA, Natalya"
Montreal,1976,Athletics,Athletics,shot put,Men,Soviet Union,Silver,"MIRONOV, Yevgeni"
Montreal,1976,Athletics,Athletics,400m hurdles,Men,United States,Silver,"SHINE, Michael Lyle"
Montreal,1976,Athletics,Athletics,400m hurdles,Men,United States,Gold,"MOSES, Edwin"
Montreal,1976,Athletics,Athletics,decathlon,Men,United States,Gold,"JENNER, William Bruce"
Montreal,1976,Athletics,Athletics,3000m steeplechase,Men,Sweden,Gold,"GARDERUD, Anders"
Montreal,1976,Athletics,Athletics,pole vault,Men,Poland,Gold,"SLUSARSKI, Tadeusz"
Montreal,1976,Athletics,Athletics,long jump,Women,East Germany,Gold,"VOIGT, Angela"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,United States,Gold,"HAMPTON, Millard Frank Jr."
Montreal,1976,Athletics,Athletics,4x100m relay,Men,Soviet Union,Bronze,"SILOVS, Yuris"
Montreal,1976,Athletics,Athletics,20km walk,Men,East Germany,Bronze,"FRENKEL, Peter"
Montreal,1976,Athletics,Athletics,100m,Men,Jamaica,Silver,"QUARRIE, Donald"
Montreal,1976,Athletics,Athletics,pole vault,Men,United States,Bronze,"ROBERTS, David Luther"
Montreal,1976,Athletics,Athletics,400m,Men,United States,Bronze,"FRAZIER, Herman Ronald"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,West Germany,Silver,"HELTEN, Inge"
Montreal,1976,Athletics,Athletics,triple jump,Men,Soviet Union,Gold,"SANEEV, Viktor"
Montreal,1976,Athletics,Athletics,400m,Women,East Germany,Bronze,"STROPAHL-STREIDT, Ellen"
Montreal,1976,Athletics,Athletics,5000m,Men,Finland,Gold,"VIREN, Lasse"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,East Germany,Gold,"ECKERT-WÖCKEL, Bärbel"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,East Germany,Gold,"BREHMER-LATHAN, Christina"
Montreal,1976,Athletics,Athletics,10000m,Men,Finland,Gold,"VIREN, Lasse"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,Poland,Silver,"JAREMSKI, Zbigniew"
Montreal,1976,Athletics,Athletics,long jump,Men,United States,Silver,"WILLIAMS, Randel Luvelle"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,East Germany,Silver,"KURRAT, Klaus-Dieter"
Montreal,1976,Athletics,Athletics,10000m,Men,United Kingdom,Bronze,"FOSTER, Brendan"
Montreal,1976,Athletics,Athletics,javelin throw,Men,Hungary,Gold,"NEMETH, Miklos"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,Soviet Union,Bronze,"KLIMOVOCHA, Inta"
Montreal,1976,Athletics,Athletics,marathon,Men,United States,Silver,"SHORTER, Frank Charles"
Montreal,1976,Athletics,Athletics,shot put,Women,Soviet Union,Silver,"CHIZHOVA, Nadezhda"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,Soviet Union,Bronze,"AKSENOVA, Lyudmila"
Montreal,1976,Athletics,Athletics,javelin throw,Men,Romania,Bronze,"MEGELEA, Gheorghe"
Montreal,1976,Athletics,Athletics,5000m,Men,New Zealand,Silver,"QUAX, Dick Theodorus"
